review,label
개인적으로 꽤 편집이 깔끔하고 시간 가는 줄 몰랐어요. 솔직히.,1
진짜 조금 연기가 어색하고 시간이 아까웠어요. 솔직히.,0
진짜 너무 몰입감이 뛰어나고 시간 가는 줄 몰랐어요. 🥹,1
기대했는데 조금 연기가 어색하고 돈이 아깝네요. 😡,0
진짜 엄청 스토리가 빈약하고 정말 실망입니다. 개인적으로.,0
진짜 매우 연출이 인상적이고 추천합니다. 솔직히.,1
개인적으로 매우 스토리가 탄탄하고 다시 보고 싶습니다. 🤩,1
확실히 살짝 몰입감이 뛰어나고 여운이 남네요. 솔직히.,1
아무리 생각해도 너무 개연성이 부족하고 평이 과장이었네요. 😡 정말요.,0
기대했는데 조금 영상미가 실망스럽고 시간이 아까웠어요. 😡 정말요.!!!,0
생각보다 너무 연출이 인상적이고 명작이라고 생각해요. 👍 진짜로.!!!,1
개인적으로 조금 몰입감이 뛰어나고 시간 가는 줄 몰랐어요. 🤩 솔직히.,1
상당히 재미있고 기대 이상이었어요. 🤩!!,1
진짜 엄청 몰입감이 뛰어나고 시간 가는 줄 몰랐어요. 🤩,1
정말 엄청 연출이 산만하고 차라리 다른 영화를 볼 걸 그랬어요. 😫,0
확실히 조금 몰입감이 뛰어나고 정말 만족스럽습니다. 정말요.,1
진짜 너무 지루하고 시간이 아까웠어요. 진짜로.,0
확실히 꽤 연기가 훌륭하고 명작이라고 생각해요. 😍,1
꽤 매우 메시지가 깊이 있고 여운이 남네요. 👏 솔직히.,1
기대했는데 너무 연출이 산만하고 시간이 아까웠어요.,0
진짜 매우 감동적이고 정말 만족스럽습니다. 👍 개인적으로.,1
확실히 너무 연출이 인상적이고 올해 최고였어요. 솔직히.!,1
의외로 재미있고 주변에도 추천할게요. 😀 정말요.,1
생각보다 상당히 재미있고 올해 최고였어요. 🥹 진짜로.,1
상당히 매우 몰입감이 뛰어나고 여운이 남네요.,1
완전 상당히 연출이 인상적이고 추천합니다. 😀,1
전반적으로 너무 음악이 좋고 올해 최고였어요. 🤩 진짜로.!!!,1
아쉽게도 엄청 지루하고 정말 실망입니다. 😞 정말요.!!!,0
도무지 편집이 엉성하고 끝까지 보기 힘들었어요.,0
생각보다 매우 감동적이고 시간 가는 줄 몰랐어요.,1
생각보다  살짝  재미있고  주변에도  추천할게요.  🤩  진짜로.,1
개인적으로 꽤 지루하고 기대 이하였습니다. 솔직히.,0
아쉽게도 상당히 메시지가 얕고 돈이 아깝네요. 😡 정말요.,0
의외로 조금 연기가 훌륭하고 배우들 케미가 좋네요. 🤩 정말요.,1
솔직히 꽤 스토리가 빈약하고 평이 과장이었네요. 진짜로.,0
전반적으로 상당히 연출이 산만하고 다시는 보고 싶지 않네요. 🥱 개인적으로.,0
개인적으로  스토리가  빈약하고  끝까지  보기  힘들었어요.  👎,0
완전 조금 메시지가 깊이 있고 여운이 남네요. 정말요.!!,1
상당히  음악이  좋고  시간  가는  줄  몰랐어요.  👏  진짜로.,1
전반적으로 너무 메시지가 깊이 있고 정말 만족스럽습니다. 🥹,1
진짜 살짝 음악이 좋고 올해 최고였어요. 😍,1
전반적으로 살짝 스토리가 탄탄하고 명작이라고 생각해요. 진짜로.,1
전반적으로 상당히 영상미가 아름답고 기대 이상이었어요. 😍 진짜로.,1
상당히 메시지가 깊이 있고 정말 만족스럽습니다. 👍 진짜로.,1
기대했는데  조금  음악이  부자연스럽고  다시는  보고  싶지  않네요.  😞  정말요.,0
유감스럽게도 엄청 연출이 산만하고 추천하기 어렵습니다. 🙄,0
개인적으로 살짝 스토리가 탄탄하고 정말 만족스럽습니다. 👏 진짜로.,1
솔직히 엄청 지루하고 돈이 아깝네요. 🙄 솔직히.,0
진짜 조금 스토리가 빈약하고 평이 과장이었네요.,0
생각보다 영상미가 아름답고 배우들 케미가 좋네요. 👏 정말요.,1
진짜 매우 편집이 엉성하고 차라리 다른 영화를 볼 걸 그랬어요. 🙄 개인적으로.,0
아무리  생각해도  연기가  어색하고  시간이  아까웠어요.  😞  솔직히.,0
생각보다 영상미가 아름답고 여운이 남네요. 개인적으로.,1
기대했는데 상당히 음악이 부자연스럽고 끝까지 보기 힘들었어요. 정말요.,0
생각보다 상당히 몰입감이 뛰어나고 추천합니다. 👍,1
전반적으로 꽤 연출이 산만하고 돈이 아깝네요.,0
유감스럽게도 살짝 음악이 부자연스럽고 끝까지 보기 힘들었어요. 개인적으로.,0
완전 몰입감이 뛰어나고 주변에도 추천할게요. 진짜로.,1
개인적으로 음악이 부자연스럽고 끝까지 보기 힘들었어요. 정말요.,0
생각보다 매우 연기가 훌륭하고 여운이 남네요. 👏,1
꽤 너무 재미있고 시간 가는 줄 몰랐어요. 🤩,1
전반적으로 너무 음악이 좋고 기대 이상이었어요. 😍,1
개인적으로 엄청 메시지가 깊이 있고 추천합니다. 😍,1
개인적으로 엄청 스토리가 빈약하고 극장에서 나오고 싶었습니다. 🥱 진짜로.,0
진짜 연기가 어색하고 시간이 아까웠어요. 😡 솔직히.,0
정말 상당히 영상미가 아름답고 주변에도 추천할게요. 😀 정말요.!!,1
개인적으로 스토리가 빈약하고 차라리 다른 영화를 볼 걸 그랬어요. 🥱 진짜로.,0
기대했는데 몰입이 전혀 안 되고 다시는 보고 싶지 않네요. 😞,0
진짜 꽤 연기가 어색하고 다시는 보고 싶지 않네요. 😡 개인적으로.,0
확실히  매우  스토리가  탄탄하고  올해  최고였어요.  🥹  진짜로.!!!,1
유감스럽게도 매우 몰입이 전혀 안 되고 다시는 보고 싶지 않네요.!!,0
상당히 꽤 연기가 훌륭하고 다시 보고 싶습니다. 😍,1
생각보다 꽤 몰입감이 뛰어나고 배우들 케미가 좋네요. 😀 진짜로.,1
꽤 매우 몰입감이 뛰어나고 시간 가는 줄 몰랐어요. 🤩 진짜로.,1
생각보다 상당히 음악이 좋고 정말 만족스럽습니다. 🤩,1
꽤 몰입감이 뛰어나고 다시 보고 싶습니다. 👏,1
유감스럽게도 살짝 연출이 산만하고 돈이 아깝네요. 🙄,0
진짜 살짝 감동적이고 추천합니다. 👍,1
전반적으로 살짝 몰입이 전혀 안 되고 시간이 아까웠어요. 🙄 진짜로.,0
완전 연출이 인상적이고 여운이 남네요. 개인적으로.,1
진짜 몰입이 전혀 안 되고 돈이 아깝네요. 😫,0
아쉽게도 너무 연기가 어색하고 평이 과장이었네요. 🥱 솔직히.,0
개인적으로 연기가 훌륭하고 배우들 케미가 좋네요. 😀 정말요.,1
확실히 매우 메시지가 깊이 있고 다시 보고 싶습니다.,1
전반적으로  엄청  연출이  산만하고  차라리  다른  영화를  볼  걸  그랬어요.  😡  솔직히.,0
개인적으로 살짝 몰입이 전혀 안 되고 시간이 아까웠어요. 😞,0
전반적으로 너무 편집이 깔끔하고 올해 최고였어요.,1
의외로 살짝 메시지가 깊이 있고 시간 가는 줄 몰랐어요. 👍 정말요.,1
개인적으로 매우 연출이 인상적이고 다시 보고 싶습니다. 🤩 개인적으로.,1
확실히 음악이 좋고 올해 최고였어요. 👍,1
생각보다 편집이 깔끔하고 기대 이상이었어요. 정말요.!,1
정말 살짝 메시지가 얕고 차라리 다른 영화를 볼 걸 그랬어요. 개인적으로.!!!,0
전반적으로 너무 연기가 훌륭하고 기대 이상이었어요. 🥹,1
꽤 매우 메시지가 깊이 있고 기대 이상이었어요. 👍 개인적으로.,1
도무지 너무 몰입이 전혀 안 되고 시간이 아까웠어요. 😡 개인적으로.,0
꽤 조금 음악이 좋고 명작이라고 생각해요. 솔직히.,1
전반적으로 꽤 연기가 훌륭하고 추천합니다. 😀 개인적으로.,1
기대했는데 메시지가 얕고 돈이 아깝네요. 🥱 솔직히.,0
개인적으로 살짝 영상미가 실망스럽고 시간이 아까웠어요. 😞,0
확실히 살짝 메시지가 깊이 있고 정말 만족스럽습니다. 😀 솔직히.,1
진짜  상당히  연기가  어색하고  평이  과장이었네요.  😡,0
의외로  살짝  편집이  깔끔하고  여운이  남네요.  솔직히.,1
의외로 조금 메시지가 깊이 있고 기대 이상이었어요. 👏,1
전반적으로 매우 음악이 좋고 추천합니다.,1
전반적으로 너무 음악이 부자연스럽고 극장에서 나오고 싶었습니다. 개인적으로.,0
상당히 연기가 훌륭하고 명작이라고 생각해요. 👏,1
기대했는데  지루하고  추천하기  어렵습니다.  😞,0
진짜 엄청 몰입감이 뛰어나고 기대 이상이었어요. 😍 개인적으로.,1
솔직히 연기가 어색하고 평이 과장이었네요. 👎,0
유감스럽게도  살짝  편집이  엉성하고  정말  실망입니다.  🥱,0
완전 상당히 메시지가 깊이 있고 정말 만족스럽습니다. 😍!,1
정말 살짝 몰입이 전혀 안 되고 다시는 보고 싶지 않네요. 👎,0
기대했는데 스토리가 빈약하고 끝까지 보기 힘들었어요. 정말요.,0
정말 너무 메시지가 깊이 있고 주변에도 추천할게요. 🥹 정말요.,1
아무리 생각해도 꽤 연기가 어색하고 차라리 다른 영화를 볼 걸 그랬어요.,0
개인적으로 꽤 개연성이 부족하고 추천하기 어렵습니다. 😡 진짜로.!,0
개인적으로 엄청 메시지가 깊이 있고 주변에도 추천할게요. 😍,1
유감스럽게도 살짝 음악이 부자연스럽고 정말 실망입니다. 😫,0
생각보다 살짝 재미있고 주변에도 추천할게요.,1
진짜 꽤 편집이 엉성하고 차라리 다른 영화를 볼 걸 그랬어요. 😡 정말요.!!!,0
개인적으로 매우 편집이 엉성하고 다시는 보고 싶지 않네요. 😡,0
상당히 살짝 재미있고 추천합니다. 🥹,1
전반적으로 엄청 영상미가 아름답고 시간 가는 줄 몰랐어요. 😍 정말요.,1
아무리 생각해도 꽤 개연성이 부족하고 추천하기 어렵습니다. 👎,0
도무지 엄청 스토리가 빈약하고 정말 실망입니다. 정말요.,0
아쉽게도 엄청 음악이 부자연스럽고 극장에서 나오고 싶었습니다. 👎,0
정말 엄청 연기가 훌륭하고 올해 최고였어요. 🤩,1
진짜 엄청 편집이 엉성하고 차라리 다른 영화를 볼 걸 그랬어요. 😞,0
정말 매우 연기가 훌륭하고 시간 가는 줄 몰랐어요. 🥹!!,1
생각보다 꽤 편집이 깔끔하고 정말 만족스럽습니다. 👍,1
전반적으로 조금 개연성이 부족하고 평이 과장이었네요. 👎 솔직히.,0
상당히 상당히 연기가 훌륭하고 올해 최고였어요. 😍 개인적으로.,1
진짜 엄청 재미있고 여운이 남네요. 정말요.!!!,1
정말 매우 연기가 훌륭하고 기대 이상이었어요. 👍 개인적으로.,1
의외로 엄청 재미있고 여운이 남네요. 🤩 정말요.,1
진짜 매우 스토리가 빈약하고 돈이 아깝네요. 😫 진짜로.,0
아쉽게도 엄청 음악이 부자연스럽고 차라리 다른 영화를 볼 걸 그랬어요. 정말요.,0
꽤 꽤 감동적이고 다시 보고 싶습니다. 🥹!,1
확실히 매우 연기가 훌륭하고 명작이라고 생각해요. 😀!!,1
의외로 매우 몰입감이 뛰어나고 올해 최고였어요. 😍 진짜로.,1
완전 엄청 편집이 깔끔하고 다시 보고 싶습니다. 👏 정말요.!!,1
아쉽게도 엄청 연기가 어색하고 극장에서 나오고 싶었습니다. 🙄,0
기대했는데 조금 메시지가 얕고 극장에서 나오고 싶었습니다. 😫,0
솔직히 너무 음악이 부자연스럽고 끝까지 보기 힘들었어요. 😫 진짜로.,0
정말 조금 연기가 훌륭하고 정말 만족스럽습니다. 👍,1
개인적으로 엄청 메시지가 깊이 있고 주변에도 추천할게요. 😀 솔직히.,1
도무지 지루하고 끝까지 보기 힘들었어요. 🥱 솔직히.,0
아무리 생각해도 살짝 편집이 엉성하고 추천하기 어렵습니다. 👎 개인적으로.,0
아무리 생각해도 상당히 영상미가 실망스럽고 끝까지 보기 힘들었어요. 😡 정말요.!,0
전반적으로 메시지가 깊이 있고 주변에도 추천할게요. 진짜로.,1
도무지 개연성이 부족하고 극장에서 나오고 싶었습니다. 🙄 정말요.,0
확실히 엄청 연출이 인상적이고 배우들 케미가 좋네요. 👏 진짜로.,1
진짜 살짝 편집이 깔끔하고 여운이 남네요. 👍 솔직히.!!,1
개인적으로  엄청  몰입이  전혀  안  되고  극장에서  나오고  싶었습니다.  😞  개인적으로.,0
완전 너무 메시지가 깊이 있고 올해 최고였어요. 😍,1
전반적으로 매우 편집이 깔끔하고 명작이라고 생각해요. 👍,1
전반적으로 상당히 지루하고 평이 과장이었네요. 🥱,0
아쉽게도 상당히 연출이 산만하고 돈이 아깝네요. 😞,0
도무지 영상미가 실망스럽고 돈이 아깝네요. 🥱 진짜로.!!!,0
솔직히 매우 몰입이 전혀 안 되고 시간이 아까웠어요. 🙄 정말요.,0
진짜 메시지가 깊이 있고 명작이라고 생각해요.,1
확실히 살짝 몰입감이 뛰어나고 다시 보고 싶습니다. 😍 정말요.!!!,1
진짜 스토리가 빈약하고 차라리 다른 영화를 볼 걸 그랬어요.,0
진짜 매우 지루하고 돈이 아깝네요.,0
정말 연출이 인상적이고 명작이라고 생각해요. 😍,1
개인적으로  너무  연출이  산만하고  다시는  보고  싶지  않네요.  👎,0
생각보다 매우 감동적이고 주변에도 추천할게요. 🤩,1
진짜 살짝 메시지가 얕고 극장에서 나오고 싶었습니다. 😫!!,0
아무리 생각해도 편집이 엉성하고 평이 과장이었네요. 😫,0
개인적으로 엄청 메시지가 얕고 정말 실망입니다.,0
개인적으로 음악이 부자연스럽고 기대 이하였습니다. 🙄,0
기대했는데 지루하고 차라리 다른 영화를 볼 걸 그랬어요. 😞 진짜로.,0
진짜 살짝 영상미가 아름답고 배우들 케미가 좋네요. 🥹 진짜로.,1
정말 매우 몰입감이 뛰어나고 정말 만족스럽습니다. 🤩 개인적으로.,1
정말 엄청 연출이 산만하고 극장에서 나오고 싶었습니다. 😞 진짜로.,0
기대했는데 꽤 몰입이 전혀 안 되고 극장에서 나오고 싶었습니다. 🙄 진짜로.,0
확실히 매우 스토리가 탄탄하고 기대 이상이었어요. 😀 개인적으로.,1
솔직히 꽤 몰입이 전혀 안 되고 평이 과장이었네요. 정말요.!!,0
상당히 살짝 음악이 좋고 주변에도 추천할게요. 👏,1
기대했는데 꽤 음악이 부자연스럽고 끝까지 보기 힘들었어요. 🙄 개인적으로.,0
확실히 너무 메시지가 깊이 있고 정말 만족스럽습니다. 🥹 개인적으로.,1
정말 상당히 스토리가 탄탄하고 명작이라고 생각해요. 😀,1
도무지 연기가 어색하고 차라리 다른 영화를 볼 걸 그랬어요. 😡 진짜로.!!,0
확실히 꽤 재미있고 주변에도 추천할게요. 👍!!,1
진짜 상당히 음악이 좋고 배우들 케미가 좋네요. 정말요.!!,1
개인적으로 너무 연기가 어색하고 시간이 아까웠어요. 😡,0
상당히 편집이 깔끔하고 기대 이상이었어요. 🥹 개인적으로.!!,1
완전 연기가 훌륭하고 추천합니다. 🥹 솔직히.,1
진짜 편집이 깔끔하고 정말 만족스럽습니다. 🤩 정말요.!!!,1
솔직히 개연성이 부족하고 평이 과장이었네요. 👎 솔직히.,0
생각보다 꽤 편집이 깔끔하고 여운이 남네요. 🥹!!,1
정말 감동적이고 기대 이상이었어요.!!!,1
전반적으로 스토리가 탄탄하고 기대 이상이었어요. 🥹 솔직히.,1
진짜 편집이 엉성하고 다시는 보고 싶지 않네요. 👎 개인적으로.,0
상당히  살짝  편집이  깔끔하고  명작이라고  생각해요.!!!,1
완전  영상미가  아름답고  올해  최고였어요.  😍  솔직히.,1
꽤  재미있고  배우들  케미가  좋네요.  🥹  솔직히.,1
전반적으로 조금 몰입이 전혀 안 되고 시간이 아까웠어요. 😫,0
정말 연출이 산만하고 돈이 아깝네요. 😡,0
진짜 매우 스토리가 빈약하고 기대 이하였습니다.,0
상당히 꽤 영상미가 아름답고 시간 가는 줄 몰랐어요. 😀,1
개인적으로  상당히  스토리가  탄탄하고  명작이라고  생각해요.  진짜로.!!,1
유감스럽게도 조금 음악이 부자연스럽고 차라리 다른 영화를 볼 걸 그랬어요. 😫 진짜로.,0
정말 영상미가 실망스럽고 끝까지 보기 힘들었어요. 👎 개인적으로.,0
아쉽게도 살짝 몰입이 전혀 안 되고 차라리 다른 영화를 볼 걸 그랬어요. 😡,0
상당히 조금 영상미가 아름답고 기대 이상이었어요. 👍 솔직히.!!,1
완전 꽤 메시지가 깊이 있고 올해 최고였어요. 🤩 진짜로.,1
상당히 꽤 영상미가 아름답고 시간 가는 줄 몰랐어요. 👏 개인적으로.,1
정말 몰입이 전혀 안 되고 끝까지 보기 힘들었어요. 😞 진짜로.,0
유감스럽게도 엄청 연기가 어색하고 다시는 보고 싶지 않네요. 🙄 솔직히.,0
완전 엄청 편집이 깔끔하고 주변에도 추천할게요. 👏 정말요.!!!,1
진짜 살짝 몰입감이 뛰어나고 추천합니다. 🤩!,1
꽤 조금 연출이 인상적이고 시간 가는 줄 몰랐어요. 정말요.,1
정말 상당히 연기가 어색하고 극장에서 나오고 싶었습니다. 솔직히.,0
확실히 스토리가 탄탄하고 다시 보고 싶습니다. 😀 개인적으로.,1
솔직히 상당히 영상미가 실망스럽고 정말 실망입니다. 솔직히.,0
도무지  조금  영상미가  실망스럽고  추천하기  어렵습니다.  👎  개인적으로.,0
의외로 조금 메시지가 깊이 있고 배우들 케미가 좋네요. 🥹 정말요.,1
완전 스토리가 탄탄하고 시간 가는 줄 몰랐어요.,1
솔직히 지루하고 기대 이하였습니다. 🥱 개인적으로.,0
기대했는데 매우 영상미가 실망스럽고 정말 실망입니다. 정말요.,0
개인적으로 몰입이 전혀 안 되고 기대 이하였습니다. 👎 진짜로.!,0
진짜 살짝 연출이 산만하고 돈이 아깝네요. 😡 정말요.,0
유감스럽게도 음악이 부자연스럽고 추천하기 어렵습니다. 😫 솔직히.!!!,0
확실히 음악이 좋고 올해 최고였어요. 개인적으로.,1
아쉽게도 너무 지루하고 차라리 다른 영화를 볼 걸 그랬어요. 😫 정말요.!!,0
정말 연기가 어색하고 정말 실망입니다. 🙄,0
확실히 꽤 몰입감이 뛰어나고 올해 최고였어요. 👍 정말요.,1
개인적으로 살짝 연기가 어색하고 기대 이하였습니다. 개인적으로.,0
의외로 꽤 연기가 훌륭하고 기대 이상이었어요. 😍,1
개인적으로 음악이 부자연스럽고 기대 이하였습니다. 👎 솔직히.,0
개인적으로 살짝 재미있고 명작이라고 생각해요. 😀 진짜로.,1
도무지 엄청 몰입이 전혀 안 되고 돈이 아깝네요.,0
진짜 너무 음악이 좋고 주변에도 추천할게요. 😍,1
꽤 상당히 편집이 깔끔하고 주변에도 추천할게요. 😀,1
개인적으로 살짝 몰입이 전혀 안 되고 추천하기 어렵습니다. 😫!!!,0
상당히 매우 영상미가 아름답고 여운이 남네요. 정말요.!,1
개인적으로 살짝 스토리가 탄탄하고 올해 최고였어요. 😍 진짜로.,1
솔직히 너무 메시지가 얕고 정말 실망입니다. 😫 정말요.,0
의외로 영상미가 아름답고 기대 이상이었어요. 🤩 진짜로.,1
꽤 너무 감동적이고 다시 보고 싶습니다. 🥹 개인적으로.,1
정말 너무 개연성이 부족하고 기대 이하였습니다. 😫 개인적으로.,0
유감스럽게도 메시지가 얕고 시간이 아까웠어요. 👎 정말요.,0
상당히 매우 음악이 좋고 올해 최고였어요. 👍 정말요.,1
생각보다 조금 감동적이고 기대 이상이었어요. 🥹 정말요.,1
정말 너무 편집이 깔끔하고 시간 가는 줄 몰랐어요. 👍,1
상당히 감동적이고 여운이 남네요. 진짜로.,1
도무지 너무 음악이 부자연스럽고 기대 이하였습니다. 👎 솔직히.,0
기대했는데 상당히 몰입이 전혀 안 되고 평이 과장이었네요. 😫 진짜로.,0
확실히 살짝 음악이 좋고 기대 이상이었어요. 진짜로.,1
유감스럽게도 살짝 연기가 어색하고 추천하기 어렵습니다. 🙄 진짜로.,0
의외로 너무 영상미가 아름답고 추천합니다. 👏 정말요.!!!,1
솔직히 너무 연출이 산만하고 기대 이하였습니다. 😫,0
개인적으로 살짝 몰입이 전혀 안 되고 돈이 아깝네요. 😡 정말요.,0
정말 살짝 몰입이 전혀 안 되고 평이 과장이었네요. 🥱!!,0
꽤 너무 영상미가 아름답고 여운이 남네요. 👍 솔직히.,1
진짜 연기가 훌륭하고 명작이라고 생각해요. 👍,1
생각보다 살짝 편집이 깔끔하고 기대 이상이었어요. 🤩,1
개인적으로  너무  연출이  인상적이고  추천합니다.  😀,1
진짜 음악이 부자연스럽고 정말 실망입니다. 😡,0
유감스럽게도 살짝 개연성이 부족하고 시간이 아까웠어요. 🥱,0
개인적으로 조금 연기가 훌륭하고 배우들 케미가 좋네요. 정말요.!!,1
전반적으로 조금 메시지가 깊이 있고 시간 가는 줄 몰랐어요. 👏 솔직히.,1
기대했는데 살짝 영상미가 실망스럽고 끝까지 보기 힘들었어요. 😞,0
확실히 감동적이고 주변에도 추천할게요. 😀,1
정말 살짝 재미있고 시간 가는 줄 몰랐어요. 👍,1
완전 꽤 몰입감이 뛰어나고 다시 보고 싶습니다. 👏,1
완전 연출이 인상적이고 명작이라고 생각해요. 🥹 솔직히.,1
기대했는데  살짝  연기가  어색하고  평이  과장이었네요.  🙄  솔직히.,0
전반적으로 엄청 연기가 어색하고 돈이 아깝네요. 솔직히.,0
유감스럽게도 메시지가 얕고 끝까지 보기 힘들었어요. 😞 정말요.!!,0
아무리 생각해도 살짝 몰입이 전혀 안 되고 돈이 아깝네요. 🥱 솔직히.,0
확실히 너무 연기가 훌륭하고 배우들 케미가 좋네요. 😀 솔직히.,1
생각보다  영상미가  아름답고  시간  가는  줄  몰랐어요.  🥹,1
완전 상당히 몰입감이 뛰어나고 명작이라고 생각해요. 🥹 진짜로.!,1
생각보다 상당히 편집이 깔끔하고 정말 만족스럽습니다. 🥹 개인적으로.,1
생각보다 엄청 몰입감이 뛰어나고 시간 가는 줄 몰랐어요. 진짜로.,1
완전 너무 감동적이고 올해 최고였어요. 솔직히.,1
진짜 너무 영상미가 아름답고 다시 보고 싶습니다. 진짜로.,1
상당히 조금 메시지가 깊이 있고 배우들 케미가 좋네요. 😀 개인적으로.,1
확실히 꽤 음악이 좋고 정말 만족스럽습니다. 😍,1
전반적으로 꽤 음악이 좋고 시간 가는 줄 몰랐어요. 😍!,1
진짜 몰입이 전혀 안 되고 끝까지 보기 힘들었어요. 솔직히.!,0
개인적으로 영상미가 아름답고 시간 가는 줄 몰랐어요. 🤩 정말요.!,1
전반적으로 너무 몰입이 전혀 안 되고 평이 과장이었네요. 😡 정말요.,0
진짜 엄청 편집이 엉성하고 추천하기 어렵습니다. 😡,0
전반적으로  꽤  스토리가  빈약하고  차라리  다른  영화를  볼  걸  그랬어요.  🥱,0
완전 메시지가 깊이 있고 시간 가는 줄 몰랐어요. 👍!!,1
상당히 꽤 재미있고 배우들 케미가 좋네요. 👏,1
꽤 너무 영상미가 아름답고 올해 최고였어요. 진짜로.,1
정말 조금 편집이 깔끔하고 배우들 케미가 좋네요. 😍,1
개인적으로 몰입감이 뛰어나고 기대 이상이었어요. 👏,1
기대했는데 엄청 메시지가 얕고 다시는 보고 싶지 않네요. 👎 솔직히.,0
유감스럽게도  메시지가  얕고  기대  이하였습니다.  😫  솔직히.,0
상당히  조금  영상미가  아름답고  시간  가는  줄  몰랐어요.  🤩,1
정말 살짝 지루하고 기대 이하였습니다. 🥱 진짜로.,0
확실히 상당히 재미있고 정말 만족스럽습니다. 👏 개인적으로.,1
전반적으로 엄청 편집이 깔끔하고 명작이라고 생각해요. 진짜로.!,1
개인적으로 조금 감동적이고 배우들 케미가 좋네요. 👍!!,1
아쉽게도 매우 연기가 어색하고 평이 과장이었네요. 😞,0
정말 조금 음악이 좋고 여운이 남네요. 👍 개인적으로.,1
도무지 매우 연출이 산만하고 시간이 아까웠어요. 🙄 개인적으로.,0
정말 스토리가 탄탄하고 올해 최고였어요. 😍,1
전반적으로 몰입이 전혀 안 되고 추천하기 어렵습니다. 🥱 진짜로.,0
상당히 꽤 영상미가 아름답고 기대 이상이었어요. 👍!!,1
기대했는데 꽤 메시지가 얕고 시간이 아까웠어요. 😫 솔직히.,0
정말  메시지가  얕고  다시는  보고  싶지  않네요.  😞  솔직히.,0
솔직히 조금 연기가 어색하고 끝까지 보기 힘들었어요. 솔직히.,0
꽤 조금 연출이 인상적이고 정말 만족스럽습니다. 🤩 진짜로.,1
아무리 생각해도 꽤 연출이 산만하고 차라리 다른 영화를 볼 걸 그랬어요.,0
개인적으로 너무 스토리가 탄탄하고 배우들 케미가 좋네요. 개인적으로.,1
진짜 영상미가 실망스럽고 끝까지 보기 힘들었어요.,0
확실히 너무 메시지가 깊이 있고 주변에도 추천할게요. 개인적으로.,1
정말 너무 메시지가 얕고 정말 실망입니다. 🥱 개인적으로.,0
생각보다 조금 영상미가 아름답고 시간 가는 줄 몰랐어요. 😀 개인적으로.,1
기대했는데 너무 음악이 부자연스럽고 정말 실망입니다.,0
개인적으로 몰입이 전혀 안 되고 시간이 아까웠어요. 👎,0
아쉽게도 영상미가 실망스럽고 기대 이하였습니다. 😞,0
진짜 음악이 부자연스럽고 추천하기 어렵습니다. 👎,0
정말 상당히 연기가 훌륭하고 배우들 케미가 좋네요. 🥹 개인적으로.,1
개인적으로  연기가  어색하고  시간이  아까웠어요.  😞  진짜로.,0
꽤 살짝 영상미가 아름답고 명작이라고 생각해요. 👍 정말요.,1
솔직히 상당히 몰입이 전혀 안 되고 극장에서 나오고 싶었습니다. 🥱,0
진짜 조금 편집이 깔끔하고 주변에도 추천할게요. 👍 솔직히.,1
의외로 상당히 감동적이고 여운이 남네요. 👏 정말요.,1
아무리 생각해도 매우 몰입이 전혀 안 되고 끝까지 보기 힘들었어요. 😫 정말요.!!,0
생각보다 몰입감이 뛰어나고 다시 보고 싶습니다. 🥹,1
도무지 매우 메시지가 얕고 평이 과장이었네요.,0
개인적으로 꽤 음악이 좋고 배우들 케미가 좋네요. 😍,1
정말  매우  편집이  깔끔하고  추천합니다.  🤩  정말요.,1
전반적으로 스토리가 빈약하고 평이 과장이었네요. 😡 진짜로.,0
